event_name_id,event_name
818,Ireland in Kenya T20I Series
819,West Indies Women in England T20I Series
820,New Zealand v West Indies T20I Series
821,New Zealand in West Indies ODI Series
822,New Zealand in West Indies Test Series
823,Pakistan in Sri Lanka T20I Series
824,New Zealand in India T20I Series
825,Pakistan Women in England T20I Series
826,New Zealand in England T20I Series
827,RSA Challenge
828,Bangladesh in Ireland T20I Series
829,Bangladesh in Netherlands T20I Series
830,New Zealand in South Africa T20I Series
831,New Zealand in South Africa Test Series
832,Pakistan in South Africa Test Series
833,Pakistan in South Africa T20I Series
834,Pakistan v Australia ODI Series
835,Pakistan v Australia T20I Series
836,ICC World Cricket League Division Eight
837,HRV Cup
838,New Zealand in Sri Lanka ODI Series
839,South Africa Women in West Indies T20I Series
840,Pakistan in India T20I Series
841,Canada v Kenya T20I Series
842,Twenty20 Quadrangular (in Namibia)
843,Zimbabwe in West Indies T20I Series
844,Clive Lloyd Trophy
845,West Indies Tri-Nation Series
846,Pakistan in Scotland ODI Series
847,Pakistan in Ireland ODI Series
848,West Indies Women in Sri Lanka ODI Series
849,West Indies Women in Sri Lanka T20I Series
850,Bangladesh in Zimbabwe T20I Series
851,Bangladesh in Zimbabwe Test Series
852,Pakistan Women in England ODI Series
853,South Africa in Sri Lanka ODI Series
854,South Africa in Sri Lanka T20I Series
855,England in West Indies T20I Series
856,Bangladesh tour of Australia
857,South Africa tour of England and Ireland
858,ICC Women's World Twenty20 Qualifier
859,Pakistan Women in Ireland ODI Series
860,Australia tour of Zimbabwe
861,England tour of Zimbabwe
862,Pakistan v Sri Lanka T20I Series
863,Cherry Blossom Sharjah Cup
864,Pakistan in Zimbabwe Test Series
865,West Indies in New Zealand Test Series
866,TVS Cup (Bangladesh)
867,Bank Alfalah Cup
868,TVS Cup (India)
869,Videocon Cup
870,Paktel Cup
871,Bangladesh Women in South Africa T20I Series
872,Bangladesh Women in South Africa ODI Series
873,HRV Twenty20
874,India in England ODI Series
875,Sri Lanka in England ODI Series
876,Sri Lanka Women in South Africa ODI Series
877,Sri Lanka Women in South Africa T20I Series
878,World T20
879,Women's World T20
880,Sri Lanka in Bangladesh T20I Series
881,LV= County Championship
882,South Africa Women in England T20I Series
883,PCB Qatar Women's 20-over Tri-Series
884,Ireland in West Indies T20I Series
885,Sri Lanka tour of England and Ireland
886,Pakistan v Australia Test Series
887,Scotland in Ireland ODI Series
888,South Africa in Sri Lanka Test Series
889,New Zealand in West Indies T20I Series
890,Asian Cricket Council Premier League
891,Pakistan v New Zealand Test Series
892,New Zealand in England ODI Series
893,Australia in England ODI Series
894,Asian Cricket Council Elite League
895,Sri Lanka in New Zealand Test Series
896,Carlton Mid One-Day International Tri-Series
897,Pakistan Women in Australia T20I Series
898,West Indies Women in Australia T20I Series
899,West Indies Women in Australia ODI Series
900,South Africa Women in Sri Lanka ODI Series
901,South Africa Women in Sri Lanka T20I Series
902,Zimbabwe in Bangladesh Test Series
903,Australia Women in Ireland T20I Series
904,Hong Kong v Nepal T20I Series
905,Pakistan Women v Sri Lanka Women T20I Series
906,Dubai Triangular Series
907,ACC Twenty20 Cup
908,South Africa in Bangladesh T20I Series
909,Pakistan Women v South Africa Women T20I Series
910,Zimbabwe in Pakistan T20I Series
911,New Zealand Women in India ODI Series
912,Hong Kong tour of Namibia
913,Nepal in Netherlands T20I Series
914,Scotland in Ireland T20I Series
915,Pakistan Women in West Indies T20I Series
916,India Women in Australia T20I Series
917,India in Australia ODI Series
918,South Africa in India T20I Series
919,Freedom Trophy
920,ICC World Cricket League Division Six
921,Sri Lanka in Ireland ODI Series
922,Pakistan in England ODI Series
923,Sobers/Tissera Trophy
924,West Indies in Sri Lanka T20I Series
925,Ireland in Zimbabwe ODI Series
926,Bangladesh Women in Pakistan T20I Series
927,Bangladesh Women in Pakistan ODI Series
928,Oman tour of United Arab Emirates
929,Hong Kong v Oman T20I Series
930,Zimbabwe in Bangladesh T20I Series
931,New Zealand Women in South Africa ODI Series
932,Sri Lanka in South Africa T20I Series
933,Zimbabwe Women tour of Bangladesh
934,Scotland in Hong Kong T20I Series
935,Papua New Guinea v Ireland T20I Series
936,Ireland in United Arab Emirates T20I Series
937,Walton T20 Cricket Series
938,South Africa Women in Ireland ODI Series
939,Bangladesh Women in Ireland T20I Series
940,Stan Nagaiah Trophy
941,Women's T20 Blaze
942,T20 Blaze
943,CG United Women's Super50
